invoice_number,invoice_date,customer_id,product_id,quantity,unit_price,line_price,country
489439,2009-12-01,12682,84691,12,0.85,10.2,france
489439,2009-12-01,12682,20749,2,7.95,15.9,france
489439,2009-12-01,12682,POST,3,18.0,54.0,france
489440,2009-12-01,18087,22350,8,2.55,20.4,united kingdom
489440,2009-12-01,18087,22349,8,3.75,30.0,united kingdom
489441,2009-12-01,18087,22321,12,0.72,8.64,united kingdom
489441,2009-12-01,18087,22138,6,4.25,25.5,united kingdom
489441,2009-12-01,18087,84029E,36,2.95,106.2,united kingdom
489441,2009-12-01,18087,22111,48,4.25,204.0,united kingdom
489442,2009-12-01,13635,21955,2,6.75,13.5,united kingdom
489442,2009-12-01,13635,22111,3,4.95,14.850000000000001,united kingdom
489442,2009-12-01,13635,22296,12,1.65,19.799999999999997,united kingdom
489442,2009-12-01,13635,84899E,12,1.25,15.0,united kingdom
489442,2009-12-01,13635,22271,6,2.95,17.700000000000003,united kingdom
489442,2009-12-01,13635,22272,6,2.95,17.700000000000003,united kingdom
489442,2009-12-01,13635,85123A,6,2.95,17.700000000000003,united kingdom
489442,2009-12-01,13635,21582,20,1.65,33.0,united kingdom
489442,2009-12-01,13635,21586,12,2.55,30.599999999999998,united kingdom
489442,2009-12-01,13635,21590,48,1.25,60.0,united kingdom
489442,2009-12-01,13635,22091,12,1.25,15.0,united kingdom
489442,2009-12-01,13635,84251J,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,22024,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,22026,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,22029,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,22025,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,22031,12,0.42,5.04,united kingdom
489442,2009-12-01,13635,21428,4,4.25,17.0,united kingdom
489442,2009-12-01,13635,21430,4,3.75,15.0,united kingdom
489442,2009-12-01,13635,21916,24,0.42,10.08,united kingdom
489442,2009-12-01,13635,21790,12,0.85,10.2,united kingdom
489442,2009-12-01,13635,21888,8,3.75,30.0,united kingdom
489442,2009-12-01,13635,85178,12,1.25,15.0,united kingdom
489443,2009-12-01,14110,20754,6,2.1,12.600000000000001,united kingdom
489443,2009-12-01,14110,21035,12,2.95,35.400000000000006,united kingdom
489443,2009-12-01,14110,22041,48,2.1,100.80000000000001,united kingdom
489443,2009-12-01,14110,82001S,24,3.39,81.36,united kingdom
489443,2009-12-01,14110,82580,12,0.55,6.6000000000000005,united kingdom
489443,2009-12-01,14110,85150,12,2.55,30.599999999999998,united kingdom
489443,2009-12-01,14110,21041,6,2.95,17.700000000000003,united kingdom
489444,2009-12-01,12636,POST,1,141.0,141.0,usa
489445,2009-12-01,17519,35916C,12,0.85,10.2,united kingdom
489445,2009-12-01,17519,35916B,12,0.85,10.2,united kingdom
489445,2009-12-01,17519,22321,24,0.85,20.4,united kingdom
489445,2009-12-01,17519,22130,12,0.85,10.2,united kingdom
489445,2009-12-01,17519,22180,2,9.95,19.9,united kingdom
489445,2009-12-01,17519,22128,12,1.25,15.0,united kingdom
489445,2009-12-01,17519,22163,6,2.95,17.700000000000003,united kingdom
489445,2009-12-01,17519,35951,48,0.38,18.240000000000002,united kingdom
489445,2009-12-01,17519,22253,12,1.25,15.0,united kingdom
489445,2009-12-01,17519,84988,12,1.45,17.4,united kingdom
489445,2009-12-01,17519,22219,24,0.85,20.4,united kingdom
489445,2009-12-01,17519,18097C,6,2.55,15.299999999999999,united kingdom
489445,2009-12-01,17519,22138,3,4.95,14.850000000000001,united kingdom
489445,2009-12-01,17519,21299,1,12.75,12.75,united kingdom
489445,2009-12-01,17519,21099,24,0.65,15.600000000000001,united kingdom
489445,2009-12-01,17519,21085,24,0.65,15.600000000000001,united kingdom
489445,2009-12-01,17519,21929,10,1.95,19.5,united kingdom
489445,2009-12-01,17519,22241,24,1.25,30.0,united kingdom
489445,2009-12-01,17519,21091,12,0.85,10.2,united kingdom
489446,2009-12-01,13758,21733,32,2.55,81.6,united kingdom
489446,2009-12-01,13758,85123A,32,2.55,81.6,united kingdom
489446,2009-12-01,13758,22178,12,1.25,15.0,united kingdom
489446,2009-12-01,13758,22125,12,5.95,71.4,united kingdom
489446,2009-12-01,13758,21671,12,1.25,15.0,united kingdom
489446,2009-12-01,13758,22086,12,2.95,35.400000000000006,united kingdom
489446,2009-12-01,13758,22111,6,4.95,29.700000000000003,united kingdom
489446,2009-12-01,13758,22112,12,4.95,59.400000000000006,united kingdom
489446,2009-12-01,13758,22294,24,1.25,30.0,united kingdom
489446,2009-12-01,13758,22199,4,4.25,17.0,united kingdom
489446,2009-12-01,13758,22083,24,2.95,70.80000000000001,united kingdom
489446,2009-12-01,13758,22114,12,3.95,47.400000000000006,united kingdom
489446,2009-12-01,13758,21485,12,4.95,59.400000000000006,united kingdom
489446,2009-12-01,13758,21928,10,1.95,19.5,united kingdom
489446,2009-12-01,13758,21929,10,1.95,19.5,united kingdom
489446,2009-12-01,13758,85099B,20,1.95,39.0,united kingdom
489446,2009-12-01,13758,22356,10,0.85,8.5,united kingdom
489446,2009-12-01,13758,20724,10,0.85,8.5,united kingdom
489446,2009-12-01,13758,21590,24,1.25,30.0,united kingdom
489446,2009-12-01,13758,21592,24,1.25,30.0,united kingdom
489446,2009-12-01,13758,20725,10,1.65,16.5,united kingdom
489446,2009-12-01,13758,20728,10,1.65,16.5,united kingdom
489446,2009-12-01,13758,20726,10,1.65,16.5,united kingdom
489446,2009-12-01,13758,20754,12,2.1,25.200000000000003,united kingdom
489446,2009-12-01,13758,21217,12,8.95,107.39999999999999,united kingdom
489446,2009-12-01,13758,22195,12,1.65,19.799999999999997,united kingdom
489446,2009-12-01,13758,85066,2,12.75,25.5,united kingdom
489447,2009-12-01,12362,POST,1,130.0,130.0,belgium
489448,2009-12-01,15413,20827,48,2.12,101.76,united kingdom
489448,2009-12-01,15413,20825,48,3.39,162.72,united kingdom
489448,2009-12-01,15413,20823,48,4.25,204.0,united kingdom
489448,2009-12-01,15413,20826,48,2.12,101.76,united kingdom
489450,2009-12-01,16321,22087,12,2.95,35.400000000000006,australia
489450,2009-12-01,16321,85206A,6,1.65,9.899999999999999,australia
489450,2009-12-01,16321,21895,4,4.25,17.0,australia
489450,2009-12-01,16321,21896,6,2.1,12.600000000000001,australia
489450,2009-12-01,16321,22083,12,2.95,35.400000000000006,australia
489450,2009-12-01,16321,21871,12,1.25,15.0,australia
489450,2009-12-01,16321,84946,12,1.25,15.0,australia
489450,2009-12-01,16321,84970S,24,0.85,20.4,australia
489450,2009-12-01,16321,22090,12,2.95,35.400000000000006,australia
489460,2009-12-01,16167,79323P,8,6.75,54.0,united kingdom
489460,2009-12-01,16167,21977,24,0.55,13.200000000000001,united kingdom
489460,2009-12-01,16167,84991,24,0.55,13.200000000000001,united kingdom
489460,2009-12-01,16167,22274,6,2.95,17.700000000000003,united kingdom
489460,2009-12-01,16167,22273,6,2.95,17.700000000000003,united kingdom
489460,2009-12-01,16167,22179,4,6.75,27.0,united kingdom
489460,2009-12-01,16167,22320,3,5.95,17.85,united kingdom
489460,2009-12-01,16167,22232,8,1.65,13.2,united kingdom
489460,2009-12-01,16167,84598,576,0.21,120.96,united kingdom
489460,2009-12-01,16167,79323W,8,6.75,54.0,united kingdom
489460,2009-12-01,16167,22138,3,4.95,14.850000000000001,united kingdom
489460,2009-12-01,16167,22139,3,4.95,14.850000000000001,united kingdom
489460,2009-12-01,16167,79323S,4,6.75,27.0,united kingdom
489460,2009-12-01,16167,21731,12,1.65,19.799999999999997,united kingdom
489460,2009-12-01,16167,84568,288,0.21,60.48,united kingdom
489461,2009-12-01,17865,21668,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,21669,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,21670,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,21671,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,21672,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,21673,24,1.25,30.0,united kingdom
489461,2009-12-01,17865,22125,3,5.95,17.85,united kingdom
489461,2009-12-01,17865,21232,48,1.25,60.0,united kingdom
489461,2009-12-01,17865,85071A,6,2.95,17.700000000000003,united kingdom
489461,2009-12-01,17865,85071B,6,2.95,17.700000000000003,united kingdom
489461,2009-12-01,17865,21161,12,1.45,17.4,united kingdom
489461,2009-12-01,17865,21162,12,1.45,17.4,united kingdom
489461,2009-12-01,17865,21248,12,1.45,17.4,united kingdom
489461,2009-12-01,17865,21159,12,1.45,17.4,united kingdom
489461,2009-12-01,17865,82582,12,2.1,25.200000000000003,united kingdom
489461,2009-12-01,17865,21181,6,2.1,12.600000000000001,united kingdom
489461,2009-12-01,17865,85150,6,2.55,15.299999999999999,united kingdom
489461,2009-12-01,17865,82494L,6,2.95,17.700000000000003,united kingdom
489461,2009-12-01,17865,82486,2,7.95,15.9,united kingdom
489461,2009-12-01,17865,82483,3,5.95,17.85,united kingdom
489462,2009-12-01,17592,90200D,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90200E,3,4.25,12.75,united kingdom
489461,2009-12-01,17865,21212,24,0.55,13.200000000000001,united kingdom
489461,2009-12-01,17865,84991,24,0.55,13.200000000000001,united kingdom
489461,2009-12-01,17865,22180,2,9.95,19.9,united kingdom
489461,2009-12-01,17865,72756,27,1.49,40.23,united kingdom
489461,2009-12-01,17865,22063,6,2.95,17.700000000000003,united kingdom
489461,2009-12-01,17865,37450,6,2.95,17.700000000000003,united kingdom
489462,2009-12-01,17592,90200A,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90200C,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90200B,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90185C,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90185B,3,4.25,12.75,united kingdom
489462,2009-12-01,17592,90003C,3,3.75,11.25,united kingdom
489462,2009-12-01,17592,90003D,3,3.75,11.25,united kingdom
489462,2009-12-01,17592,90003B,3,3.75,11.25,united kingdom
489462,2009-12-01,17592,90209C,3,2.1,6.300000000000001,united kingdom
489462,2009-12-01,17592,90209A,3,2.1,6.300000000000001,united kingdom
489462,2009-12-01,17592,90082D,2,6.35,12.7,united kingdom
489465,2009-12-01,13767,21707,12,4.95,59.400000000000006,united kingdom
489465,2009-12-01,13767,21710,12,4.95,59.400000000000006,united kingdom
489465,2009-12-01,13767,21708,12,4.95,59.400000000000006,united kingdom
489465,2009-12-01,13767,21706,12,4.95,59.400000000000006,united kingdom
489465,2009-12-01,13767,21711,12,4.95,59.400000000000006,united kingdom
489465,2009-12-01,13767,20747,4,14.95,59.8,united kingdom
489465,2009-12-01,13767,22125,12,5.95,71.4,united kingdom
489465,2009-12-01,13767,85123A,64,2.55,163.2,united kingdom
489465,2009-12-01,13767,21733,20,2.95,59.0,united kingdom
489465,2009-12-01,13767,20752,8,2.1,16.8,united kingdom
489465,2009-12-01,13767,20753,8,2.1,16.8,united kingdom
489465,2009-12-01,13767,20754,8,2.1,16.8,united kingdom
489465,2009-12-01,13767,20751,12,2.1,25.200000000000003,united kingdom
489465,2009-12-01,13767,48185,4,6.75,27.0,united kingdom
489465,2009-12-01,13767,22114,12,3.95,47.400000000000006,united kingdom
489465,2009-12-01,13767,21481,8,2.95,23.6,united kingdom
489465,2009-12-01,13767,85042,24,4.25,102.0,united kingdom
489465,2009-12-01,13767,72760B,4,9.95,39.8,united kingdom
489465,2009-12-01,13767,84879,160,1.45,232.0,united kingdom
489488,2009-12-01,17238,84031B,1,4.65,4.65,united kingdom
489488,2009-12-01,17238,84032A,1,2.95,2.95,united kingdom
489488,2009-12-01,17238,84032B,1,2.95,2.95,united kingdom
489488,2009-12-01,17238,22125,2,5.95,11.9,united kingdom
489488,2009-12-01,17238,21482,2,2.95,5.9,united kingdom
489488,2009-12-01,17238,21484,3,3.45,10.350000000000001,united kingdom
489488,2009-12-01,17238,20967,1,3.75,3.75,united kingdom
489488,2009-12-01,17238,20970,2,3.75,7.5,united kingdom
489488,2009-12-01,17238,21100,2,1.65,3.3,united kingdom
489488,2009-12-01,17238,84582,2,4.25,8.5,united kingdom
489488,2009-12-01,17238,20972,3,1.25,3.75,united kingdom
489488,2009-12-01,17238,20971,1,1.25,1.25,united kingdom
489488,2009-12-01,17238,84327A,2,2.1,4.2,united kingdom
489488,2009-12-01,17238,22125,1,5.95,5.95,united kingdom
489488,2009-12-01,17238,21490,3,1.95,5.85,united kingdom
489488,2009-12-01,17238,21063,4,0.85,3.4,united kingdom
489488,2009-12-01,17238,21058,3,0.85,2.55,united kingdom
489488,2009-12-01,17238,22086,5,2.95,14.75,united kingdom
489488,2009-12-01,17238,84997D,4,3.75,15.0,united kingdom
489488,2009-12-01,17238,84997C,4,3.75,15.0,united kingdom
489488,2009-12-01,17238,22301,2,2.55,5.1,united kingdom
489488,2009-12-01,17238,22300,3,2.55,7.6499999999999995,united kingdom
489488,2009-12-01,17238,21493,6,0.85,5.1,united kingdom
489488,2009-12-01,17238,21231,4,1.25,5.0,united kingdom
489488,2009-12-01,17238,20870,6,2.1,12.600000000000001,united kingdom
489488,2009-12-01,17238,90121B,4,4.25,17.0,united kingdom
489488,2009-12-01,17238,90175A,2,8.95,17.9,united kingdom
489488,2009-12-01,17238,90195B,2,8.95,17.9,united kingdom
489488,2009-12-01,17238,90062,2,12.75,25.5,united kingdom
489488,2009-12-01,17238,21930,2,1.95,3.9,united kingdom
489505,2009-12-01,15712,21472,6,3.75,22.5,united kingdom
489505,2009-12-01,15712,85099B,10,1.95,19.5,united kingdom
489505,2009-12-01,15712,48185,10,5.95,59.5,united kingdom
489505,2009-12-01,15712,47566B,5,4.65,23.25,united kingdom
489505,2009-12-01,15712,21929,10,1.95,19.5,united kingdom
489505,2009-12-01,15712,22139,6,4.95,29.700000000000003,united kingdom
489505,2009-12-01,15712,22086,6,2.95,17.700000000000003,united kingdom
489505,2009-12-01,15712,22275,4,8.5,34.0,united kingdom
489505,2009-12-01,15712,22138,3,4.95,14.850000000000001,united kingdom
489505,2009-12-01,15712,21479,4,3.75,15.0,united kingdom
489514,2009-12-01,15311,21791,72,1.06,76.32000000000001,united kingdom
489514,2009-12-01,15311,84032A,36,2.55,91.8,united kingdom
489514,2009-12-01,15311,85042,24,4.25,102.0,united kingdom
489514,2009-12-01,15311,71477,24,2.75,66.0,united kingdom
489514,2009-12-01,15311,37449,8,8.5,68.0,united kingdom
489514,2009-12-01,15311,37446,32,1.25,40.0,united kingdom
489514,2009-12-01,15311,21955,10,5.95,59.5,united kingdom
489514,2009-12-01,15311,21258,8,10.95,87.6,united kingdom
489514,2009-12-01,15311,20892,8,3.95,31.6,united kingdom
489514,2009-12-01,15311,47591D,50,1.65,82.5,united kingdom
489514,2009-12-01,15311,21867,1,1.25,1.25,united kingdom
489514,2009-12-01,15311,21041,5,2.95,14.75,united kingdom
489514,2009-12-01,15311,82551,2,1.25,2.5,united kingdom
489514,2009-12-01,15311,82567,1,2.1,2.1,united kingdom
489514,2009-12-01,15311,21161,3,1.45,4.35,united kingdom
489514,2009-12-01,15311,82613D,2,1.25,2.5,united kingdom
489514,2009-12-01,15311,21179,2,1.25,2.5,united kingdom
489514,2009-12-01,15311,21865,3,2.1,6.300000000000001,united kingdom
489514,2009-12-01,15311,72783,2,2.1,4.2,united kingdom
489514,2009-12-01,15311,20719,3,0.85,2.55,united kingdom
489514,2009-12-01,15311,21869,2,1.25,2.5,united kingdom
489514,2009-12-01,15311,21876,2,1.25,2.5,united kingdom
489514,2009-12-01,15311,20754,3,2.1,6.300000000000001,united kingdom
489514,2009-12-01,15311,84849B,2,1.69,3.38,united kingdom
489514,2009-12-01,15311,21864,5,2.1,10.5,united kingdom
489514,2009-12-01,15311,21470,2,3.75,7.5,united kingdom
489514,2009-12-01,15311,20897,2,2.95,5.9,united kingdom
489514,2009-12-01,15311,44230,1,7.95,7.95,united kingdom
489514,2009-12-01,15311,37485,2,4.65,9.3,united kingdom
489514,2009-12-01,15311,84997A,3,3.75,11.25,united kingdom
489514,2009-12-01,15311,21245,3,1.69,5.07,united kingdom
489514,2009-12-01,15311,21241,3,0.85,2.55,united kingdom
489517,2009-12-01,16329,21705,1,1.65,1.65,united kingdom
489517,2009-12-01,16329,21913,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,21912,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,16207A,2,2.95,5.9,united kingdom
489517,2009-12-01,16329,21821,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,85123A,1,2.95,2.95,united kingdom
489517,2009-12-01,16329,22319,12,0.65,7.800000000000001,united kingdom
489517,2009-12-01,16329,22130,6,0.85,5.1,united kingdom
489517,2009-12-01,16329,21584,20,1.65,33.0,united kingdom
489517,2009-12-01,16329,20972,1,1.25,1.25,united kingdom
489517,2009-12-01,16329,21912,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,21791,6,1.25,7.5,united kingdom
489517,2009-12-01,16329,21790,4,0.85,3.4,united kingdom
489517,2009-12-01,16329,21931,1,1.95,1.95,united kingdom
489517,2009-12-01,16329,20711,1,1.95,1.95,united kingdom
489517,2009-12-01,16329,47591A,1,1.65,1.65,united kingdom
489517,2009-12-01,16329,84997B,12,3.75,45.0,united kingdom
489517,2009-12-01,16329,84997A,12,3.75,45.0,united kingdom
489517,2009-12-01,16329,21491,1,1.95,1.95,united kingdom
489517,2009-12-01,16329,22122,12,2.95,35.400000000000006,united kingdom
489517,2009-12-01,16329,20971,1,1.25,1.25,united kingdom
489517,2009-12-01,16329,21252,1,2.95,2.95,united kingdom
489517,2009-12-01,16329,22130,6,0.85,5.1,united kingdom
489517,2009-12-01,16329,22319,12,0.65,7.800000000000001,united kingdom
489517,2009-12-01,16329,21913,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,21821,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,21837,2,5.95,11.9,united kingdom
489517,2009-12-01,16329,84951A,1,2.55,2.55,united kingdom
489517,2009-12-01,16329,22335,1,0.65,0.65,united kingdom
489517,2009-12-01,16329,84951A,1,2.55,2.55,united kingdom
489517,2009-12-01,16329,21491,1,1.95,1.95,united kingdom
489517,2009-12-01,16329,21791,1,1.25,1.25,united kingdom
489517,2009-12-01,16329,21790,1,0.85,0.85,united kingdom
489517,2009-12-01,16329,21912,1,3.75,3.75,united kingdom
489517,2009-12-01,16329,85129A,1,1.25,1.25,united kingdom
489517,2009-12-01,16329,84791,1,2.95,2.95,united kingdom
489517,2009-12-01,16329,21244,4,1.69,6.76,united kingdom
489517,2009-12-01,16329,20675,4,1.25,5.0,united kingdom
489519,2009-12-01,17700,22086,12,2.95,35.400000000000006,united kingdom
489519,2009-12-01,17700,85123A,32,2.55,81.6,united kingdom
489519,2009-12-01,17700,82616B,6,2.95,17.700000000000003,united kingdom
489519,2009-12-01,17700,22276,6,2.55,15.299999999999999,united kingdom
489519,2009-12-01,17700,84912B,4,3.75,15.0,united kingdom
489519,2009-12-01,17700,85014C,3,5.95,17.85,united kingdom
489519,2009-12-01,17700,85014A,3,5.95,17.85,united kingdom
489519,2009-12-01,17700,85014B,3,5.95,17.85,united kingdom
489519,2009-12-01,17700,85014D,3,5.95,17.85,united kingdom
489519,2009-12-01,17700,21326,12,0.65,7.800000000000001,united kingdom
489519,2009-12-01,17700,84946,12,1.25,15.0,united kingdom
489519,2009-12-01,17700,84949,6,1.65,9.899999999999999,united kingdom
489519,2009-12-01,17700,21491,6,1.95,11.7,united kingdom
489519,2009-12-01,17700,21908,6,2.1,12.600000000000001,united kingdom
489519,2009-12-01,17700,21181,6,2.1,12.600000000000001,united kingdom
489519,2009-12-01,17700,82483,3,5.95,17.85,united kingdom
489519,2009-12-01,17700,79323S,4,6.75,27.0,united kingdom
489519,2009-12-01,17700,21371,6,2.55,15.299999999999999,united kingdom
489519,2009-12-01,17700,85152,6,2.1,12.600000000000001,united kingdom
489519,2009-12-01,17700,21133,12,1.69,20.28,united kingdom
489519,2009-12-01,17700,20984,12,0.85,10.2,united kingdom
489519,2009-12-01,17700,20982,12,0.85,10.2,united kingdom
489519,2009-12-01,17700,84971L,12,1.25,15.0,united kingdom
489519,2009-12-01,17700,21912,8,3.75,30.0,united kingdom
489519,2009-12-01,17700,90168,6,2.95,17.700000000000003,united kingdom
489519,2009-12-01,17700,84884A,5,3.95,19.75,united kingdom
489519,2009-12-01,17700,79323W,4,6.75,27.0,united kingdom
489519,2009-12-01,17700,90013C,4,3.75,15.0,united kingdom
489519,2009-12-01,17700,90023,2,4.25,8.5,united kingdom
489519,2009-12-01,17700,90067A,6,2.95,17.700000000000003,united kingdom
489519,2009-12-01,17700,90067B,6,2.95,17.700000000000003,united kingdom
489519,2009-12-01,17700,90145,2,5.95,11.9,united kingdom
489519,2009-12-01,17700,90000A,2,5.95,11.9,united kingdom
489519,2009-12-01,17700,90024B,2,8.5,17.0,united kingdom
489519,2009-12-01,17700,90036D,3,7.95,23.85,united kingdom
489519,2009-12-01,17700,90134,6,2.95,17.700000000000003,united kingdom
489519,2009-12-01,17700,90131,2,6.95,13.9,united kingdom
489519,2009-12-01,17700,90199C,2,6.35,12.7,united kingdom
489520,2009-12-01,14911,35751C,12,0.75,9.0,eire
489520,2009-12-01,14911,72739B,12,1.25,15.0,eire
489520,2009-12-01,14911,22114,8,3.95,31.6,eire
489520,2009-12-01,14911,22212,6,2.1,12.600000000000001,eire
489520,2009-12-01,14911,21523,2,6.75,13.5,eire
489520,2009-12-01,14911,48187,2,6.75,13.5,eire
489520,2009-12-01,14911,48195,2,6.75,13.5,eire
489520,2009-12-01,14911,72741,36,1.45,52.199999999999996,eire
489520,2009-12-01,14911,85232D,3,4.95,14.850000000000001,eire
489520,2009-12-01,14911,20828,6,2.55,15.299999999999999,eire
489520,2009-12-01,14911,22080,10,1.65,16.5,eire
489520,2009-12-01,14911,22082,10,1.65,16.5,eire
489520,2009-12-01,14911,21754,6,5.95,35.7,eire
